mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,label
1.0200001128612193,0.11503766830245749,-11.119898633077874,-0.20737451816424457,23.357589195301507,-4.758882063456859,-28.539386233961256,1.805233327077415,5.671649499752997,12.880894614738017,-27.79506481403392,6.3313692958284795,male
-4.01588401121298,-5.337801494083582,3.8802353964487493,-2.612752775739552,-30.76577162361891,-31.996782325740107,-15.81409865626429,-3.3507989795098245,-3.7069101706546346,-17.83627669858432,-13.396484719423121,-10.769270150708108,male
-0.3984364486228867,-22.3866006968894,-17.671561106850685,1.1570947508287894,-25.274025508350682,-13.027445902682073,-30.99678427607785,9.600206741996065,1.9637978469698203,-13.853051793520233,-30.46848923491093,-15.506199073371867,male
-1.6722389433103801,10.23467193161721,-1.0019402012105414,-13.788592285100087,8.318582249885758,13.844196181169664,16.683121545081477,-23.291616224033255,-19.756206581275443,8.729061176183919,16.5462572596792,-9.372190218093362,male
-1.28148568183345,-3.0566361949850744,-11.439650223752766,11.021187864951152,21.207624384153892,-10.30279294908065,-31.58466896145361,-2.363438404046604,-33.42914006947001,-2.1255024419964137,-31.848863698252945,-3.345375657227331,male
-1.6685307601161832,-4.3326097093324245,-13.569998267836066,-10.448085417056143,-34.46505950133724,-11.890284000543634,-23.94204113908077,-33.50844569795804,13.7192416300762,18.943690147538412,-9.748084281524802,-11.78977932588835,male
-0.9864772051959529,-2.1820910150009585,-22.14833408512113,-7.511072570390541,-18.43250573274024,-30.472002574799944,-18.67389445712069,4.9452222318045695,16.227224947378886,-13.589790334061362,-3.368298738299279,-3.7421569198002755,male
-1.219620660608238,-20.602433160971863,5.680089942258907,27.008318028974184,-35.451027496746875,-50.74102764728832,-39.97079636937854,-0.26776355201818147,-17.491856319076796,-4.935963693008795,-9.007184284180882,4.6612601975612815,male
-1.5687755712356823,-3.2714677908080874,-14.568406428774315,-1.1691481200311076,-24.705591060908798,-30.01552280723282,1.5857028586487814,3.649273164359688,28.210955681537612,-17.967385560569678,-9.062227710882507,5.541715280987994,male
-2.3825395692623963,11.432699353617162,-3.748321321284194,-11.564996567883961,25.26310046963399,-5.3362419711368645,-9.86094801257064,-18.61251053547634,-25.23109248698082,-0.9251306780756855,-7.363842256434937,1.6399781576444261,male
-0.19648373903825964,-21.922089087519737,11.064392041960025,15.11136240908402,-20.26704826508693,-23.669228608145758,7.27033078325145,-32.85356039823392,-16.048566306606567,-34.28977583343022,13.096303283534377,3.806875514852279,male
-0.36490731372731516,-25.07784912249086,-9.481956585821953,-0.17656151456333496,-51.327349498498805,-44.78182696222994,-13.907394659364991,-11.588350571512798,15.58385263395614,-28.784021941117278,9.729825590987197,-4.45312970051269,male
-2.111714523318392,22.44156714385658,6.237198692232509,-30.73464622922563,5.50272860905502,10.563929499747758,23.79259555005426,-33.642717692118566,-10.294607136909338,-25.141211142871782,-5.070114607227296,-18.61242860912762,male
-1.6067528490311875,-12.888462446852955,-0.49340478403116556,-0.1326301242907574,-7.19389512849109,-9.314375179022424,-29.08598740952885,-25.486912006301083,-16.28676112020638,-7.045852545128769,1.6257921479645543,-16.690100382193656,male
-0.7853947177211166,-19.6398882466597,8.391730777978646,9.61624004098409,-11.899903463593644,-33.23683115486454,-34.71713017000294,-11.592982780951147,-1.8484233427718182,-18.580563646373307,5.772231721637478,-11.325155157288858,male
1.0473756147417335,-32.297551203008574,-27.816828699435245,33.391834224252925,-17.862546599173363,5.9444224318720815,-21.54094273638035,29.731701038185236,-26.389862313360656,17.62258895319174,-15.605396722889074,7.213925445115984,male
-0.23031707235581472,-6.174693061375901,-8.976329928653591,18.584747747750885,16.22839113684714,8.695014690850885,-19.301416651883457,4.051350137385947,0.9049510004631592,27.628448482608096,-32.91450579653306,-28.15058180106469,male
-3.1474139736387623,-1.3764081390511709,-2.8412338761247784,6.356371700421037,-26.611420350890377,-35.261215865632806,-10.747202459175394,3.902841001475563,10.453245361046292,-18.103290799884423,-2.946028978497702,-7.99529695775264,male
-3.052391790223608,-1.3154794738844724,3.3635844204828294,4.718108193385216,-8.8207886212839,-13.682717890728727,-40.909680391971406,-12.112823982561087,-9.242061574927604,-38.338548538172184,1.103590233126941,-7.3659792566804665,male
-2.706369829745653,15.254418971389576,2.46560876969608,-8.728417191775353,16.175931179019514,6.076852322841394,10.997722778811948,-11.209147081840698,-30.584549921649216,-6.575373294024065,-5.604071862461391,-10.639956642059712,male
-2.007027319152593,-3.4071334325200735,-9.401642159678271,12.207517916007566,-46.48959388618117,-27.971922187821733,-6.912564623592686,-14.181876056478904,28.704396087504612,-4.555648326031209,20.50104417797228,-18.71608427879754,male
-1.1502494766997178,-12.887676840187625,-7.521508292697588,-12.645991124834335,-28.89735664748,-29.9534132378948,-15.047774319715273,-25.86541551702315,-2.005150427974531,21.5930273157186,-11.909867334211873,-26.046478803312347,male
0.4255957220685854,-22.783456835714507,-10.755202616875144,-14.809210359087027,-42.59483432769835,-7.158438568300252,1.247417967543982,-20.380178229041796,16.70864118366789,-4.174994453954473,-10.307717063939473,-14.682306053022984,male
-0.4533137678771078,-16.535289466936455,-1.920908220826292,5.0772290509084685,-24.19374342065579,-14.970092305405789,-36.107823412113866,-22.617045218021325,10.212095485869598,17.751467721549748,-15.027022694241937,-29.249103232178047,male
-1.8546071521096246,-6.919786640555431,5.6827646033611465,5.913539631744284,-34.88428816739823,-50.858106339050686,-9.054391812124305,-2.69491929936596,8.46062461500452,2.6231586483743707,6.138034228930836,3.684019167814599,male
-3.554614516663965,8.640131975532086,-3.3275189638669986,1.1772785925309186,29.232658222313475,2.253700403811236,-10.981152499682238,-5.124405694443926,-20.86573176051046,-9.817508544797159,-10.571678534183746,11.8394889562491,male
0.6880026080917424,-30.395704759382095,-10.609150967411171,9.947817874492369,-32.90224649168142,-20.263349380346803,4.126074494046201,-10.636539722463755,-1.5666064088812093,-23.61334564520637,-1.911977187832334,-12.738181628598413,male
-2.9786609463114044,1.6174536909116242,-7.952964710342808,1.552777222160736,12.896999053269143,8.327643822782038,-1.612753339721813,2.9416382369816176,-6.384162018810854,-1.199181396230884,-1.84841568501585,8.793373404447891,male
-4.176724618924246,8.661507245691798,4.241979589558332,21.6470221725739,37.842571262669736,-8.075505155078337,-14.346508813873177,35.51380810584011,-20.397915148888558,0.355046689122916,-20.913048417212146,12.885821198766216,male
-0.8027358216451788,-19.037761132459128,3.1985032674113714,-5.738485650520759,-18.4539759280427,-68.51714610014182,-15.27309353211531,-3.207066891388503,4.258112702016748,5.205083493843782,3.6180024908657558,4.031863089729544,male
-2.6421556621397944,13.325629027299485,-3.7002773870974712,-13.467527453835983,38.220199147519715,-0.7753089060777049,11.793187552359605,7.55644334904181,-20.95256014253384,11.647293769740347,1.9439509416632161,-1.0148466032061043,male
-2.429796311106435,-4.277217271133839,3.984016914452596,-6.167971059199734,-28.882369270800176,-52.412040330245674,-16.79176774643651,-24.311240869089172,0.223367264554584,7.190642768741926,-7.994740367997929,11.825010811844532,male
-0.9919398702888718,3.6055352187953775,-2.9963891611105415,6.444287773129765,8.66732645752739,22.7930743593883,-3.3928712790257416,-6.834582359462014,9.749114716164243,8.175092655161075,-10.67325779755637,-12.945851679713908,male
0.08997566794771165,-24.778676463183906,20.0233051626084,5.686843639667346,-19.146459505557367,-25.123413608972964,-25.47573059021415,-12.490961858133986,-5.170782081256936,0.8330104848204269,11.371657936274817,2.1050185619453856,male
-2.1029456768370998,-3.3793965678034477,-25.318330248368415,-12.602096773057921,-31.697174457008707,-26.18632677919133,-14.979570739245252,-6.599348444965557,1.1493683648690365,-29.098178112200102,-16.95308567091619,-13.887622283974228,male
-1.5554785801701465,-10.275638755149282,0.7530260571643795,-4.417945434473495,-29.921977830906016,-25.97523989162317,-20.803500678714993,-15.738332314923333,-3.9031997770950917,21.60564012561026,2.5608643485176943,-12.256280334672606,male
-1.683748137990763,-7.024120970993123,11.397838128548532,-13.749029555764977,-15.762080432912512,-38.71125657774067,-10.913423723825524,-24.86459518927587,8.001244058768458,12.580872100970476,-10.253718609646553,12.14056729962886,male
0.521702569927621,-23.344936414902232,-12.08594131533284,2.8131066721266706,-22.057285459397345,-17.3738062664352,11.220491025542973,5.760013390168551,-19.212760761517174,-27.745643365553633,4.0604808457443875,3.644565262002336,male
-1.0239070112450765,-6.917297344425213,-20.65053037218577,-2.0464225611622706,-9.52636359956767,-44.00549052217904,-27.977761961363132,-35.385145863868836,31.63799039695352,-11.373031475889976,-29.119050132112363,-10.713578564967607,male
-4.287069391139344,14.599419965028726,5.426865485914987,1.694711627213964,26.014509242908233,9.870753088652942,-12.90020984640217,-25.6769867229819,-11.996184645579705,-24.767702269657107,-32.127248970195176,-6.693735006178764,male
-0.47121882246366503,-13.652483487420644,-6.257847634725833,-5.795811521530371,-30.405114324842387,-43.64093610931552,-7.547147698487033,10.270017461704994,-4.07651258139938,4.954018841290973,1.7901088579287372,-13.26433739009267,male
-0.5411408744998857,10.558155860946089,1.539356991304226,-1.6149058412637087,8.652680186850773,23.049759599948587,5.425913387924891,-14.750035051438097,-2.817204432888683,-18.064224309495174,-12.316230309811605,-16.122018671500914,male
-1.4126982648048965,-7.9122838515869365,-10.416732789866643,2.493400199980107,-6.571884586550801,-50.985110699324885,-14.117426397595844,-8.88704280130644,-11.671966453667387,-30.67752360709802,13.396630474650083,-11.238090584445077,male
-2.9744625720805633,-0.30486917425441484,-10.906684089274961,2.099344154403923,-1.7771259242243145,-14.390515359037405,-17.13045618615825,-18.952614211084484,5.163472367001445,-6.445172259008056,-27.3116951426797,-22.200439940825113,male
-3.013547078315216,-1.7536936642655374,5.869467729492538,-4.561659982941044,-17.03561055564639,-7.7355835892972715,-30.890177791912024,-9.154366726689876,-29.20945152898374,-19.9744697000467,5.880625402342616,-10.438182900837575,male
-1.2767984650793913,-1.651519706015247,-12.963609741946668,-16.01509465815123,-29.806923435870086,-29.089895659293486,-21.82824323729234,-7.674795901870135,36.556448631740906,-9.576545308343682,-24.249822304299236,-17.240621842182794,male
-2.8161990893595794,17.512870831977512,6.577709652992217,-1.0166303161612606,4.639080553718752,-3.670885631457261,-6.112915957689279,-10.17689793172548,-2.888433415576398,-5.509133998432197,-7.94112789185051,-9.149865660781234,male
-1.5648443906246514,-0.9108803468425112,-8.23805299452172,16.14665599478679,31.566391411422543,-3.885528264904762,-26.0439164158916,1.7848709606551818,-33.86842673255159,1.167843783821481,-28.9734476009453,-1.2004602669314404,male
0.2342012457301935,-26.841480630958216,-2.9719623848211927,0.9785815127245666,-21.74527764423393,-37.679745493124486,-27.4444316811747,-10.817981366217628,22.181129758227346,-20.179680587077616,-15.92636273064497,-14.268469381062332,male
-2.9596607644528934,12.975333563583943,-4.237539289705812,-12.082183436575786,38.11440397200106,-11.968674045314412,-13.828703454946575,-13.782206780970766,-32.106527030697784,14.097693922426592,-7.218526482328223,4.860046303961168,male
0.16880062251220654,-24.995106751952285,-9.803109515193515,-7.451977743620008,-33.49168541599011,-29.922947468562153,-21.83122778404513,-10.789423892423033,5.397995854051951,-6.114473342216992,5.532730682083021,-25.81132568751969,male
-1.4876360964047668,13.099860933651312,1.7026332383780147,1.1711240031239512,50.331034753073915,0.060394326016662746,-21.787661633849616,-25.988547202058346,-22.807570253964794,1.6542007229311253,-20.166303496721905,-0.5984166228469768,male
-2.916015933961722,2.0061256203387123,-5.575511240555439,4.939490353985065,-12.0644706333888,-26.28358434100737,-7.576453609544952,-7.7470241681947,-16.95031845673937,-24.122617521865376,-22.170856210715108,-16.17258241720637,male
-0.9316684668871144,-14.283536243300178,-0.7885105983957428,-16.424691321897196,-22.663887098648605,-60.30607474051326,-2.950676902723611,2.548846748586842,-1.1900240625140615,18.261991292885842,-11.368863580400983,-5.825119142390387,male
-0.024366268833210067,-25.19407138779919,3.3394894224418534,16.48456637594482,-9.880203367546954,-29.059420623208606,-18.80417294198563,-23.64063835980587,1.2285812527451596,-12.91369984118876,-16.869651140606283,-6.343200165916185,male
